GID_3,degRural_mean,degRural_median
BEN.1.1.1_1,0.8866896774889448,1.0
BEN.1.1.2_1,0.9911050260962837,1.0
BEN.1.1.3_1,0.9045932660288594,1.0
BEN.1.1.4_1,0.9947683573678106,1.0
BEN.1.1.5_1,1.0,1.0
BEN.1.1.6_1,0.9740550606472395,1.0
BEN.1.1.7_1,0.9892845024791217,1.0
BEN.1.1.8_1,0.9839391617717999,1.0
BEN.1.1.9_1,1.0,1.0
BEN.1.1.10_1,0.9646302250803859,1.0
BEN.1.2.1_1,0.9976020537704178,1.0
BEN.1.2.2_1,0.958269582695827,1.0
BEN.1.2.3_1,0.9844769162771385,1.0
BEN.1.2.4_1,1.0,1.0
BEN.1.2.5_1,0.9930314858420743,1.0
BEN.1.2.6_1,1.0,1.0
BEN.1.3.1_1,0.9953557157479483,1.0
BEN.1.3.2_1,1.0,1.0
BEN.1.3.3_1,0.9937702314786538,1.0
BEN.1.3.4_1,0.9797508200190456,1.0
BEN.1.3.5_1,0.7014597256419273,1.0
BEN.1.3.6_1,0.9356363865599193,1.0
BEN.1.3.7_1,0.9934233941475944,1.0
BEN.1.3.8_1,1.0,1.0
BEN.1.3.9_1,0.99106704967421,1.0
BEN.1.3.10_1,0.9865230891193761,1.0
BEN.1.4.1_1,0.9877680241761403,1.0
BEN.1.4.2_1,0.9929371499688862,1.0
BEN.1.4.3_1,0.9978330854110699,1.0
BEN.1.4.4_1,0.9982062117108359,1.0
BEN.1.4.5_1,0.9978698890734686,1.0
BEN.1.5.1_1,0.9539571188617725,1.0
BEN.1.5.2_1,0.9936597956157738,1.0
BEN.1.5.3_1,0.9932349241484763,1.0
BEN.1.5.4_1,0.8885224428695061,1.0
BEN.1.5.5_1,0.9983083198743686,1.0
BEN.1.6.1_1,0.9956438304681317,1.0
BEN.1.6.2_1,1.0,1.0
BEN.1.6.3_1,1.0,1.0
BEN.1.6.4_1,0.9877953724975386,1.0
BEN.1.6.5_1,0.9978837061975595,1.0
BEN.2.1.1_1,0.9006396787598635,1.0
BEN.2.1.2_1,1.0,1.0
BEN.2.1.3_1,1.0,1.0
BEN.2.1.4_1,1.0,1.0
BEN.2.1.5_1,0.9863676458795545,1.0
BEN.2.1.6_1,0.9950247246913205,1.0
BEN.2.1.7_1,1.0,1.0
BEN.2.1.8_1,1.0,1.0
BEN.2.2.1_1,0.9668167503838845,1.0
BEN.2.2.2_1,1.0,1.0
BEN.2.2.3_1,1.0,1.0
BEN.2.2.4_1,1.0,1.0
BEN.2.3.1_1,1.0,1.0
BEN.2.3.2_1,0.9953829022533247,1.0
BEN.2.3.3_1,0.9832031982326623,1.0
BEN.2.3.4_1,1.0,1.0
BEN.2.4.1_1,0.9934006780479809,1.0
BEN.2.4.2_1,0.9426837491571137,1.0
BEN.2.4.3_1,1.0,1.0
BEN.2.4.4_1,0.996028357011767,1.0
BEN.2.4.5_1,0.9620418036345592,1.0
BEN.2.4.6_1,0.9965836012861736,1.0
BEN.2.5.1_1,0.9835812246474792,1.0
BEN.2.5.2_1,0.9887563163046641,1.0
BEN.2.5.3_1,0.9698153409090907,1.0
BEN.2.5.4_1,1.0,1.0
BEN.2.5.5_1,0.9928596096586614,1.0
BEN.2.5.6_1,1.0,1.0
BEN.2.6.1_1,1.0,1.0
BEN.2.6.2_1,1.0,1.0
BEN.2.6.3_1,1.0,1.0
BEN.2.6.4_1,0.6440517513411171,1.0
BEN.2.6.5_1,0.9227802731273536,1.0
BEN.2.6.6_1,0.7940271248351203,1.0
BEN.2.6.7_1,1.0,1.0
BEN.2.6.8_1,1.0,1.0
BEN.2.7.1_1,1.0,1.0
BEN.2.7.2_1,0.9809667403116975,1.0
BEN.2.7.3_1,1.0,1.0
BEN.2.8.1_1,1.0,1.0
BEN.2.8.2_1,1.0,1.0
BEN.2.8.3_1,1.0,1.0
BEN.2.8.4_1,0.9467067965699313,1.0
BEN.2.8.5_1,1.0,1.0
BEN.2.9.1_1,0.9983512646769772,1.0
BEN.2.9.2_1,0.9834497977197499,1.0
BEN.2.9.3_1,0.9559936253699562,1.0
BEN.3.1.1_1,0.5268990529921417,1.0
BEN.3.1.2_1,0.030616676317313258,0.0
BEN.3.1.3_1,0.009881749772595717,0.0
BEN.3.1.4_1,0.5181343637719475,1.0
BEN.3.1.5_1,0.055816686251468864,0.0
BEN.3.1.6_1,0.9482351353175407,1.0
BEN.3.1.7_1,0.28203192407247624,0.0
BEN.3.1.8_1,0.03948763250883391,0.0
BEN.3.1.9_1,0.8041731066460588,1.0
BEN.3.2.1_1,0.6895816048358421,1.0
BEN.3.2.2_1,0.5952040085898354,1.0
BEN.3.2.3_1,0.4365833505474075,0.0
BEN.3.2.4_1,0.6441481481481481,1.0
BEN.3.2.5_1,1.0,1.0
BEN.3.2.6_1,0.9526890997986771,1.0
BEN.3.2.7_1,0.9300591975443983,1.0
BEN.3.2.8_1,0.9364408837096382,1.0
BEN.3.2.9_1,1.0,1.0
BEN.3.2.10_1,0.3202652061112712,0.0
BEN.3.2.11_1,0.7909533249234094,1.0
BEN.3.2.12_1,0.9787767702103028,1.0
BEN.3.3.1_1,0.9658347791271854,1.0
BEN.3.3.2_1,0.5520807061790668,1.0
BEN.3.3.3_1,0.8406385136938764,1.0
BEN.3.3.4_1,0.9554212315829239,1.0
BEN.3.3.5_1,0.4773591427583823,0.0
BEN.3.3.6_1,0.930123195125182,1.0
BEN.3.3.7_1,1.0,1.0
BEN.3.3.8_1,0.3170841457927103,0.0
BEN.3.3.9_1,0.2575342465753425,0.0
BEN.3.4.1_1,0.741320914479255,1.0
BEN.3.4.2_1,0.28404875463698986,0.0
BEN.3.4.3_1,0.4632737276478681,0.0
BEN.3.4.4_1,0.34734384121424394,0.0
BEN.3.4.5_1,0.9352941176470587,1.0
BEN.3.4.6_1,1.0,1.0
BEN.3.4.7_1,0.9293671845395982,1.0
BEN.3.4.8_1,1.0,1.0
BEN.3.4.9_1,0.3296336824553176,0.0
BEN.3.4.10_1,0.9359043997827267,1.0
BEN.3.5.1_1,0.994060406925313,1.0
BEN.3.5.2_1,0.5994294344688705,1.0
BEN.3.5.3_1,0.0,0.0
BEN.3.5.4_1,0.058169491525423736,0.0
BEN.3.5.5_1,0.816326530612245,1.0
BEN.3.5.6_1,0.9768131571852251,1.0
BEN.3.5.7_1,0.060756240822320104,0.0
BEN.3.6.1_1,0.99822032390105,1.0
BEN.3.6.2_1,0.8469270534175759,1.0
BEN.3.6.3_1,0.9187880293058489,1.0
BEN.3.6.4_1,1.0,1.0
BEN.3.6.5_1,0.8616882619029365,1.0
BEN.3.6.6_1,1.0,1.0
BEN.3.6.7_1,0.9519411986430456,1.0
BEN.3.6.8_1,1.0,1.0
BEN.3.6.9_1,0.9012903225806453,1.0
BEN.3.6.10_1,1.0,1.0
BEN.3.7.1_1,1.0,1.0
BEN.3.7.2_1,1.0,1.0
BEN.3.7.3_1,1.0,1.0
BEN.3.7.4_1,0.9301347178087096,1.0
BEN.3.7.5_1,0.7711991181796709,1.0
BEN.3.7.6_1,1.0,1.0
BEN.3.8.1_1,0.8464879754211249,1.0
BEN.3.8.2_1,0.8145371577574968,1.0
BEN.3.8.3_1,0.9945749277198453,1.0
BEN.3.8.4_1,0.6710846208140538,1.0
BEN.3.8.5_1,1.0,1.0
BEN.3.8.6_1,0.9920520231213873,1.0
BEN.3.8.7_1,1.0,1.0
BEN.3.8.8_1,1.0,1.0
BEN.3.8.9_1,0.6341463414634145,1.0
BEN.3.8.10_1,0.49077247561297116,0.0
BEN.3.8.11_1,0.8691549882059109,1.0
BEN.4.1.1_1,0.9891371231126047,1.0
BEN.4.1.2_1,0.9926592510708856,1.0
BEN.4.1.3_1,0.9918539200214671,1.0
BEN.4.1.4_1,0.9898991042174776,1.0
BEN.4.1.5_1,0.9840015057406362,1.0
BEN.4.2.1_1,1.0,1.0
BEN.4.2.2_1,0.988466930997573,1.0
BEN.4.2.3_1,1.0,1.0
BEN.4.2.4_1,0.9959618673592197,1.0
BEN.4.2.5_1,0.9877130343023172,1.0
BEN.4.2.6_1,1.0,1.0
BEN.4.3.1_1,0.9974939765351032,1.0
BEN.4.3.2_1,1.0,1.0
BEN.4.3.3_1,0.9336679440186604,1.0
BEN.4.3.4_1,0.989454345030314,1.0
BEN.4.3.5_1,0.9752587322121604,1.0
BEN.4.4.1_1,1.0,1.0
BEN.4.4.2_1,1.0,1.0
BEN.4.4.3_1,0.9600921618919271,1.0
BEN.4.4.4_1,0.9967381599571437,1.0
BEN.4.4.5_1,1.0,1.0
BEN.4.4.6_1,1.0,1.0
BEN.4.4.7_1,1.0,1.0
BEN.4.5.1_1,0.8639504702405699,1.0
BEN.4.5.2_1,0.8149742107165152,1.0
BEN.4.5.3_1,0.6979844840357101,1.0
BEN.4.6.1_1,0.9960382400464017,1.0
BEN.4.6.2_1,1.0,1.0
BEN.4.6.3_1,1.0,1.0
BEN.4.6.4_1,1.0,1.0
BEN.4.6.5_1,0.9540308624170752,1.0
BEN.4.6.6_1,1.0,1.0
BEN.4.7.1_1,0.991465435011798,1.0
BEN.4.7.2_1,0.9813274020375099,1.0
BEN.4.7.3_1,0.9854234071499617,1.0
BEN.4.7.4_1,0.9806342290002421,1.0
BEN.4.8.1_1,1.0,1.0
BEN.4.8.2_1,0.9942199658991949,1.0
BEN.4.8.3_1,0.9944501273206086,1.0
BEN.4.8.4_1,0.9958172607705535,1.0
BEN.4.8.5_1,0.9830833912669248,1.0
BEN.4.8.6_1,0.9620963859164118,1.0
BEN.4.8.7_1,0.989484417819132,1.0
BEN.5.1.1_1,0.9901451814446005,1.0
BEN.5.1.2_1,0.977207135552778,1.0
BEN.5.1.3_1,0.9873120363119965,1.0
BEN.5.1.4_1,0.8796067196249511,1.0
BEN.5.1.5_1,1.0,1.0
BEN.5.1.6_1,0.9806967161942814,1.0
BEN.5.1.7_1,0.9825078885992593,1.0
BEN.5.1.8_1,1.0,1.0
BEN.5.1.9_1,0.9899935252222026,1.0
BEN.5.2.1_1,1.0,1.0
BEN.5.2.2_1,0.6110063432196126,1.0
BEN.5.2.3_1,0.8748244904905756,1.0
BEN.5.2.4_1,1.0,1.0
BEN.5.2.5_1,0.9741548445517658,1.0
BEN.5.2.6_1,0.9700656572423957,1.0
BEN.5.2.7_1,0.9827121688370004,1.0
BEN.5.2.8_1,0.991129973363755,1.0
BEN.5.2.9_1,1.0,1.0
BEN.5.2.10_1,0.9948712038264278,1.0
BEN.5.3.1_1,0.9950139072880055,1.0
BEN.5.3.2_1,1.0,1.0
BEN.5.3.3_1,0.6697990080918821,1.0
BEN.5.3.4_1,0.8578635878529154,1.0
BEN.5.3.5_1,1.0,1.0
BEN.5.3.6_1,0.8720992502677615,1.0
BEN.5.3.7_1,0.9781617039617829,1.0
BEN.5.3.8_1,0.8023738872403559,1.0
BEN.5.3.9_1,0.9814717262175076,1.0
BEN.5.3.10_1,0.9016529549399954,1.0
BEN.5.4.1_1,1.0,1.0
BEN.5.4.2_1,0.9949380992397223,1.0
BEN.5.4.3_1,0.9876689901006515,1.0
BEN.5.4.4_1,0.9708129453171946,1.0
BEN.5.4.5_1,0.979840986605832,1.0
BEN.5.4.6_1,0.83314059144226,1.0
BEN.5.4.7_1,0.7512676808113158,1.0
BEN.5.4.8_1,0.9437204522096608,1.0
BEN.5.4.9_1,0.9939382413768512,1.0
BEN.5.5.1_1,1.0,1.0
BEN.5.5.2_1,0.9905317642828785,1.0
BEN.5.5.3_1,1.0,1.0
BEN.5.5.4_1,0.9717506300717312,1.0
BEN.5.5.5_1,0.9628049447544034,1.0
BEN.5.5.6_1,1.0,1.0
BEN.5.5.7_1,0.9792420243099684,1.0
BEN.5.5.8_1,1.0,1.0
BEN.5.5.9_1,0.9862637362637363,1.0
BEN.5.5.10_1,0.9817200722639535,1.0
BEN.5.5.11_1,0.9857783338546553,1.0
BEN.5.5.12_1,0.9782476511778435,1.0
BEN.5.5.13_1,0.7685557586837294,1.0
BEN.5.5.14_1,0.9781568991362698,1.0
BEN.5.6.1_1,0.6696651674162918,1.0
BEN.5.6.2_1,1.0,1.0
BEN.5.6.3_1,0.48755695758850337,0.0
BEN.5.6.4_1,1.0,1.0
BEN.5.6.5_1,0.9788361252126762,1.0
BEN.5.6.6_1,1.0,1.0
BEN.5.6.7_1,0.7765276094858922,1.0
BEN.5.6.8_1,1.0,1.0
BEN.6.1.1_1,0.9782103428239396,1.0
BEN.6.1.2_1,0.9857505374364771,1.0
BEN.6.1.3_1,0.9967676675489033,1.0
BEN.6.1.4_1,0.9983402975748819,1.0
BEN.6.2.1_1,1.0,1.0
BEN.6.2.2_1,0.9697799665538628,1.0
BEN.6.2.3_1,0.9766085089988442,1.0
BEN.6.2.4_1,1.0,1.0
BEN.6.5.1_1,0.959332305565892,1.0
BEN.6.5.2_1,0.9936787699630022,1.0
BEN.6.5.3_1,1.0,1.0
BEN.6.5.4_1,0.9517443006372776,1.0
BEN.6.5.5_1,0.991445044596,1.0
BEN.6.5.6_1,0.99074309362181,1.0
BEN.6.5.7_1,0.9912015871646686,1.0
BEN.6.5.8_1,0.9914767157495021,1.0
BEN.6.5.9_1,0.9828517303777426,1.0
BEN.6.6.1_1,0.8932310868603449,1.0
BEN.6.6.2_1,0.7248458187777634,1.0
BEN.6.6.3_1,0.9226258126108106,1.0
BEN.6.4.1_1,0.8693044490197833,1.0
BEN.6.4.2_1,0.9834619961553717,1.0
BEN.6.4.3_1,0.7902274641954509,1.0
BEN.6.4.4_1,0.9588955925021876,1.0
BEN.6.4.5_1,1.0,1.0
BEN.6.4.6_1,1.0,1.0
BEN.7.1.1_1,0.9127419820861025,1.0
BEN.7.1.2_1,0.9902871309109744,1.0
BEN.7.1.3_1,0.20334215751158172,0.0
BEN.7.1.4_1,0.9088343997138656,1.0
BEN.7.1.5_1,0.9996378123868164,1.0
BEN.7.1.6_1,0.4521949404761904,0.0
BEN.7.1.7_1,0.9953392167677882,1.0
BEN.7.2.1_1,0.3354509359047077,0.0
BEN.7.2.2_1,0.027758970886932976,0.0
BEN.7.2.3_1,0.4997307485191169,0.0
BEN.7.2.4_1,0.24538953707188552,0.0
BEN.7.2.5_1,0.22938818197664285,0.0
BEN.7.2.6_1,0.320629982500486,0.0
BEN.7.2.7_1,0.1918646508279337,0.0
BEN.7.2.8_1,0.3470088924818109,0.0
BEN.7.2.9_1,0.6875318714941359,1.0
BEN.7.2.10_1,0.5889816999298603,1.0
BEN.9.6.1_1,0.6944265369512982,1.0
BEN.9.6.2_1,0.8814124622796333,1.0
BEN.9.6.3_1,0.7301363422661026,1.0
BEN.9.6.4_1,0.9994342291371995,1.0
BEN.9.6.5_1,0.8743663213577254,1.0
BEN.9.6.6_1,0.6967083085465001,1.0
BEN.9.6.7_1,0.6477652782000607,1.0
BEN.7.4.1_1,0.7688940456726965,1.0
BEN.7.4.2_1,0.7714711236140988,1.0
BEN.7.4.3_1,0.5348037231889923,1.0
BEN.7.4.4_1,0.4570778459629043,0.0
BEN.7.4.5_1,0.45647501343363783,0.0
BEN.7.4.6_1,0.42513736263736274,0.0
BEN.7.4.7_1,0.9635552249907029,1.0
BEN.7.4.8_1,0.41797820823244564,0.0
BEN.7.5.1_1,1.0,1.0
BEN.7.5.2_1,1.0,1.0
BEN.7.5.3_1,0.9721837365448149,1.0
BEN.7.5.4_1,0.42108214185590137,0.0
BEN.7.5.5_1,0.5731707317073171,1.0
BEN.7.5.6_1,0.4814243396692173,0.0
BEN.7.5.7_1,0.4421103271327775,0.0
BEN.7.5.8_1,0.5952323330106485,1.0
BEN.7.5.9_1,1.0,1.0
BEN.7.5.10_1,1.0,1.0
BEN.7.5.11_1,0.6458955223880597,1.0
BEN.7.6.1_1,0.47509765625,0.0
BEN.7.6.2_1,0.558252427184466,1.0
BEN.7.6.3_1,0.13171958503615214,0.0
BEN.7.6.4_1,0.6045797922568461,1.0
BEN.7.6.5_1,0.4173151750972764,0.0
BEN.7.6.6_1,0.3712857539572341,0.0
BEN.7.6.7_1,0.45744789018810383,0.0
BEN.8.1.1_1,0.0,0.0
BEN.8.1.2_1,0.0,0.0
BEN.8.1.3_1,0.0,0.0
BEN.8.1.4_1,0.0,0.0
BEN.8.1.5_1,0.0,0.0
BEN.8.1.6_1,0.0,0.0
BEN.8.1.7_1,0.0,0.0
BEN.8.1.8_1,0.0,0.0
BEN.8.1.9_1,0.0,0.0
BEN.8.1.10_1,0.0,0.0
BEN.8.1.11_1,0.0,0.0
BEN.8.1.12_1,0.0,0.0
BEN.8.1.13_1,0.0,0.0
BEN.9.1.1_1,1.0,1.0
BEN.9.1.2_1,0.7661648119863264,1.0
BEN.9.1.3_1,0.9142242538316754,1.0
BEN.9.1.4_1,0.7196076141539178,1.0
BEN.9.2.1_1,1.0,1.0
BEN.9.2.2_1,1.0,1.0
BEN.9.2.3_1,0.6760475297060662,1.0
BEN.9.2.4_1,1.0,1.0
BEN.9.2.5_1,0.6157331883269892,1.0
BEN.9.2.6_1,0.4266450040617384,0.0
BEN.9.2.7_1,0.9914424744113206,1.0
BEN.9.3.1_1,0.546822922266423,1.0
BEN.9.3.2_1,0.48601455133387234,0.0
BEN.9.3.3_1,0.6941440522342381,1.0
BEN.9.3.4_1,0.31784519827998087,0.0
BEN.9.3.5_1,0.7428755780191417,1.0
BEN.9.4.1_1,0.9992169703872437,1.0
BEN.9.4.2_1,0.171927993738586,0.0
BEN.9.4.3_1,0.9943555103173868,1.0
BEN.9.4.4_1,1.0,1.0
BEN.9.4.5_1,1.0,1.0
BEN.9.4.6_1,0.7093007649979868,1.0
BEN.9.4.7_1,1.0,1.0
BEN.9.5.1_1,0.6272701872031293,1.0
BEN.9.5.2_1,0.6288950107131925,1.0
BEN.9.5.3_1,0.674031797798614,1.0
BEN.9.5.4_1,0.8876815804764674,1.0
BEN.9.5.5_1,0.884044879718551,1.0
BEN.9.5.6_1,0.7951962809917356,1.0
BEN.9.7.1_1,0.8237494499046502,1.0
BEN.9.7.2_1,0.7437025189924027,1.0
BEN.9.7.3_1,0.8286304198210601,1.0
BEN.9.7.4_1,0.9734822051639918,1.0
BEN.9.7.5_1,0.9670464700625561,1.0
BEN.9.7.6_1,0.6507433444738967,1.0
BEN.10.1.1_1,0.04347826086956522,0.0
BEN.10.1.2_1,0.30453378956372973,0.0
BEN.10.1.3_1,0.4771910919540228,0.0
BEN.10.1.4_1,0.0,0.0
BEN.10.1.5_1,0.0,0.0
BEN.10.1.6_1,0.5096032745591941,1.0
BEN.10.2.1_1,0.8085565570648724,1.0
BEN.10.2.2_1,0.8467275778482195,1.0
BEN.10.2.3_1,1.0,1.0
BEN.10.2.4_1,0.6609167959890174,1.0
BEN.10.2.5_1,0.7957207558956739,1.0
BEN.10.2.6_1,0.8429062346588121,1.0
BEN.10.2.7_1,0.9271899886234356,1.0
BEN.10.2.8_1,0.9453125,1.0
BEN.10.3.1_1,0.8880870095547874,1.0
BEN.10.3.2_1,0.6860077364279046,1.0
BEN.10.3.3_1,0.30529732920171165,0.0
BEN.10.4.1_1,0.004740406320541762,0.0
BEN.10.4.2_1,0.10524511484401781,0.0
BEN.10.4.3_1,0.5227053140096618,1.0
BEN.10.4.4_1,0.33631528046421666,0.0
BEN.10.4.5_1,0.4372960372960374,0.0
BEN.10.5.1_1,0.026483802317332706,0.0
BEN.10.5.2_1,0.15975422427035332,0.0
BEN.10.5.3_1,0.4528529563868299,0.0
BEN.10.5.4_1,0.22000000000000006,0.0
BEN.10.5.5_1,0.25226184140500263,0.0
BEN.10.5.6_1,0.0,0.0
BEN.10.5.7_1,0.711511132164851,1.0
BEN.10.6.1_1,0.7884414529418591,1.0
BEN.10.6.2_1,0.9662589850874369,1.0
BEN.10.6.3_1,0.7732635253054102,1.0
BEN.10.6.4_1,0.8794287283713265,1.0
BEN.10.6.5_1,0.8635303265940903,1.0
BEN.10.7.1_1,0.13728514764213312,0.0
BEN.10.7.2_1,0.5745207173778604,1.0
BEN.10.7.3_1,0.7431255504452491,1.0
BEN.10.7.4_1,0.8527253668763102,1.0
BEN.10.7.5_1,0.4081902245706737,0.0
BEN.10.7.6_1,0.8661630834785977,1.0
BEN.10.7.7_1,0.20160269928300298,0.0
BEN.10.8.1_1,0.15430149960536702,0.0
BEN.10.8.2_1,0.0,0.0
BEN.10.8.3_1,0.024150943396226417,0.0
BEN.10.8.4_1,0.0,0.0
BEN.10.8.5_1,0.11273209549071618,0.0
BEN.10.9.1_1,0.09939959973315547,0.0
BEN.10.9.2_1,0.6841874726237406,1.0
BEN.10.9.3_1,0.4056219791401678,0.0
BEN.10.9.4_1,0.10354868061874432,0.0
BEN.10.9.5_1,0.20393188425861825,0.0
BEN.10.9.6_1,0.562918423010166,1.0
BEN.11.1.1_1,0.9328184862288458,1.0
BEN.11.1.2_1,0.7394417255754936,1.0
BEN.11.1.3_1,1.0,1.0
BEN.11.1.4_1,1.0,1.0
BEN.11.1.5_1,0.7514269553144444,1.0
BEN.11.1.6_1,0.7458673434391931,1.0
BEN.11.2.1_1,0.31235923423423423,0.0
BEN.11.2.2_1,0.5588780427529964,1.0
BEN.11.2.3_1,0.7324277923651784,1.0
BEN.11.2.4_1,0.29044117647058826,0.0
BEN.11.2.5_1,0.7627444331411778,1.0
BEN.11.2.6_1,0.10907465355386678,0.0
BEN.11.3.1_1,0.9878620145655825,1.0
BEN.11.3.2_1,0.9770196169637984,1.0
BEN.11.3.3_1,0.7241485118134399,1.0
BEN.11.3.4_1,0.9596350601179957,1.0
BEN.11.3.5_1,0.9899561523705125,1.0
BEN.11.3.6_1,1.0,1.0
BEN.11.4.1_1,0.9127212318701681,1.0
BEN.11.4.2_1,0.992261150977909,1.0
BEN.11.4.3_1,0.9698224852071006,1.0
BEN.11.4.4_1,0.38929372197309425,0.0
BEN.11.4.5_1,1.0,1.0
BEN.11.5.1_1,0.9803608363539555,1.0
BEN.11.5.2_1,0.7620492272467086,1.0
BEN.11.5.3_1,0.6003344481605353,1.0
BEN.11.5.4_1,0.8261421319796954,1.0
BEN.11.5.5_1,0.6734677675452525,1.0
BEN.11.5.6_1,0.7401340282948623,1.0
BEN.12.1.1_1,0.2935031847133757,0.0
BEN.12.1.2_1,0.9745522388059703,1.0
BEN.12.1.3_1,0.2240573907240574,0.0
BEN.12.1.4_1,0.525557461406518,1.0
BEN.12.1.5_1,0.513209013209013,1.0
BEN.12.1.6_1,0.4756235827664401,0.0
BEN.12.1.7_1,0.5402186645841467,1.0
BEN.12.2.1_1,0.3587311968606933,0.0
BEN.12.2.2_1,0.6545454545454544,1.0
BEN.12.2.3_1,0.02465023317788141,0.0
BEN.12.2.4_1,0.616030801540077,1.0
BEN.12.2.5_1,0.5663546255506609,1.0
BEN.12.2.6_1,0.8469574500533779,1.0
BEN.12.2.7_1,0.5609343263371702,1.0
BEN.12.2.8_1,0.6222033898305084,1.0
BEN.12.2.9_1,0.8173566142460682,1.0
BEN.12.2.10_1,0.9670696123384743,1.0
BEN.12.3.1_1,0.12435390696260262,0.0
BEN.12.3.2_1,0.025796178343949042,0.0
BEN.12.3.3_1,0.0,0.0
BEN.12.3.4_1,0.0,0.0
BEN.12.3.5_1,0.06952273581360391,0.0
BEN.12.3.6_1,0.7548034289092523,1.0
BEN.12.3.7_1,0.4224934036939314,0.0
BEN.12.3.8_1,0.09082706766917294,0.0
BEN.12.3.9_1,0.3211009174311926,0.0
BEN.12.3.10_1,0.9254554170661552,1.0
BEN.12.4.1_1,0.002272727272727273,0.0
BEN.12.4.2_1,0.9708083832335329,1.0
BEN.12.4.3_1,0.9930394150687585,1.0
BEN.12.4.4_1,0.028286189683860236,0.0
BEN.12.4.5_1,1.0,1.0
BEN.12.4.6_1,0.44166666666666676,0.0
BEN.12.4.7_1,0.4993983152827918,0.0
BEN.12.4.8_1,0.7141053960239826,1.0
BEN.12.5.1_1,0.5769927536231884,1.0
BEN.12.5.2_1,0.9785100286532952,1.0
BEN.12.5.3_1,0.8247292538701748,1.0
BEN.12.5.4_1,0.9889565314228442,1.0
BEN.12.5.5_1,0.6848906560636184,1.0
BEN.12.5.6_1,1.0,1.0
BEN.12.5.7_1,1.0,1.0
BEN.12.5.8_1,0.2871379632513236,0.0
BEN.12.5.9_1,0.4265858873841767,0.0
BEN.12.5.10_1,1.0,1.0
BEN.12.5.11_1,0.9948545139029017,1.0
BEN.12.5.12_1,0.9561089708310402,1.0
BEN.12.6.1_1,0.8653855102135777,1.0
BEN.12.6.2_1,0.9178126308331455,1.0
BEN.12.6.3_1,0.9889168423199838,1.0
BEN.12.6.4_1,0.9151750198886239,1.0
BEN.12.7.1_1,1.0,1.0
BEN.12.7.2_1,0.6444615089268575,1.0
BEN.12.7.3_1,0.8361104898233057,1.0
BEN.12.7.4_1,0.027777777777777776,0.0
BEN.12.7.5_1,0.529533185138139,1.0
BEN.12.7.6_1,0.8281250000000001,1.0
BEN.12.7.7_1,0.7644220223733272,1.0
BEN.12.7.8_1,0.07278481012658228,0.0
BEN.12.8.1_1,0.7890334572490707,1.0
BEN.12.8.2_1,0.9829577948072744,1.0
BEN.12.8.3_1,0.9755568246716161,1.0
BEN.12.8.4_1,0.989361385991501,1.0
BEN.12.8.5_1,0.975501113585746,1.0
BEN.12.8.6_1,0.6264880952380952,1.0
BEN.12.9.1_1,1.0,1.0
BEN.12.9.2_1,0.9248181522093153,1.0
BEN.12.9.3_1,0.6815539112050739,1.0
BEN.12.9.4_1,0.7149031811894885,1.0
BEN.12.9.5_1,1.0,1.0
BEN.12.9.6_1,1.0,1.0
BEN.12.9.7_1,1.0,1.0
BEN.12.9.8_1,1.0,1.0
BEN.12.9.9_1,0.9577663598893345,1.0
BEN.12.9.10_1,0.6119599868088379,1.0
BEN.12.9.11_1,1.0,1.0
